Time,X,Y,Direction,Down,Teleport,Jump,Combat
86.642,58,83,left,False,False,False,False
86.798,56,82,left,False,False,False,False
86.953,56,82,left,False,False,False,False
87.11,53,82,none,False,True,False,False
87.264,53,74,none,False,False,False,True
87.42,53,74,none,False,False,False,True
87.575,53,74,none,False,False,False,True
87.73,53,74,none,False,False,False,True
87.886,53,74,none,False,False,False,True
88.042,53,74,none,False,False,False,True
88.197,53,74,none,False,False,False,True
88.353,53,74,none,False,False,False,True
88.508,53,74,none,False,False,False,True
88.664,53,74,none,False,False,False,True
88.82,53,74,none,False,False,False,True
88.975,53,74,none,False,False,False,True
89.13,53,74,none,False,False,False,True
89.286,53,74,none,False,False,False,True
89.441,53,74,none,False,False,False,True
89.597,53,74,none,False,False,False,True
89.752,53,74,none,False,False,False,True
89.909,53,74,none,False,False,False,True
90.063,53,74,none,False,False,False,True
90.219,53,74,none,False,False,False,True
90.374,53,74,none,False,False,False,True
90.53,53,74,none,False,False,False,True
90.685,53,74,none,False,False,False,True
90.84,53,74,none,False,False,False,True
90.996,53,74,none,False,False,False,True
91.152,53,74,none,False,False,False,True
91.307,53,74,none,False,False,False,True
91.463,53,74,none,False,False,False,True
91.619,53,74,none,False,False,False,True
91.774,53,74,none,False,False,False,True
91.929,53,74,none,False,False,False,True
92.085,53,74,none,False,False,False,True
92.24,53,74,none,False,False,False,True
92.396,53,74,none,False,False,False,True
92.551,53,74,none,False,False,False,True
92.707,53,74,none,False,False,False,True
92.863,53,74,none,False,False,False,True
93.018,53,74,none,False,False,False,True
93.173,53,74,none,False,False,False,True
93.329,53,74,none,False,False,False,True
93.484,53,74,none,False,False,False,True
93.64,53,74,none,False,False,False,True
93.796,53,74,none,False,False,False,True
93.951,53,74,none,False,False,False,True
94.106,53,74,none,False,False,False,True
94.262,53,74,none,False,False,False,True
94.418,53,74,none,False,False,False,True
94.573,53,74,none,False,False,False,True
94.728,53,74,none,False,False,False,True
94.884,53,74,none,False,False,False,True
95.039,53,74,none,False,False,False,True
95.195,53,74,none,False,False,False,True
95.351,53,74,none,False,False,False,True
95.506,53,74,none,False,False,False,True
95.661,53,74,none,False,False,False,True
95.817,41,69,left,False,True,False,True
95.972,41,69,none,False,False,False,True
96.128,41,69,none,False,False,False,True
96.283,41,69,none,False,False,False,True
96.439,41,69,none,False,False,False,True
96.594,41,69,none,False,False,False,True
96.75,41,69,none,False,False,False,True
96.905,41,69,none,False,False,False,True
97.061,41,69,none,False,False,False,True
97.216,41,69,none,False,False,False,True
97.372,41,69,none,False,False,False,True
97.527,41,69,none,False,False,False,True
97.683,41,69,none,False,False,False,True
97.838,41,69,none,False,False,False,True
97.994,41,69,none,False,False,False,True
98.15,41,69,none,False,False,False,True
98.305,41,69,none,False,False,False,True
98.46,41,69,none,False,False,False,True
98.616,41,69,none,False,False,False,True
98.771,41,69,none,False,False,False,True
98.927,41,69,none,False,False,False,True
